,fips,CFR,popdensity,percminor,percold,CCVI
1001,46103,0.017857143,40.2,0.133242041,0.325662988,1
1002,46127,0.008849558,33.9,0.038350727,0.319802804,1
1003,47003,0.01055409,103.5,0.108670827,0.273767283,9
1004,47007,0.001628664,36.3,0.080786174,0.338935954,9
1005,47009,0.028301887,235.1,0.045420978,0.346633777,5
1006,47011,0.006944444,324.6,0.071987407,0.30040196,6
1008,47035,0.015037594,87.6,0.018752199,0.460560052,4
1009,47037,0.012247738,1374.1,0.324481978,0.237111006,4
1011,47047,0.011299435,57.5,0.288789592,0.382008048,5
1012,47065,0.011646374,671.6,0.223835119,0.309578189,2
1014,47093,0.008431703,915.5,0.11838019,0.283531311,3
1016,47105,0.005025126,231.5,0.03255174,0.416179741,7
1017,47111,0.014492754,79,0.027488152,0.287203791,8
1018,47113,0.010928962,175.2,0.394272834,0.306008913,4
1019,47119,0.006134969,153.9,0.135425058,0.29742421,4
1020,47107,0.083333333,123.9,0.052603922,0.340996528,7
1021,47125,0.014749263,382,0.249133285,0.187705754,8
1022,47141,0.009836066,196.6,0.049097574,0.285618254,4
1024,47147,0.013867488,149.1,0.091280347,0.287951332,8
1025,47149,0.016901408,524.6,0.202206901,0.21205331,4
1026,47155,0.008064516,165.2,0.033761697,0.344747273,7
1027,47157,0.022001726,1226.2,0.575721015,0.260498374,6
1028,47165,0.043438914,353.5,0.099834891,0.291324025,5
1029,47167,0.005769231,134.3,0.200061707,0.280459882,6
1030,47169,0.002743484,96.4,0.126044315,0.235652016,8
1031,47187,0.017069701,397.7,0.096133846,0.259639493,1
1032,47189,0.025096525,246.4,0.096355556,0.290424889,5
1034,48005,0.01618123,109.2,0.175194048,0.287133147,7
1035,48021,0.013559322,97.9,0.105868286,0.291344739,8
1036,48027,0.011128776,338.4,0.302371486,0.206460429,7
1037,48029,0.020004495,1601.9,0.135382863,0.226829751,4
1038,48037,0.034946237,106.6,0.281200967,0.290180654,5
1039,48039,0.015202703,272.7,0.227833603,0.233333333,6
1040,48041,0.03045067,387.3,0.185082775,0.174939804,2
1042,48061,0.038664323,475.8,0.024201006,0.232842975,10
1043,48063,0.009259259,66.6,0.189135272,0.313051485,10
1045,48085,0.021264689,1194.9,0.274364122,0.221470314,1
1046,48091,0.036649215,265.2,0.050137154,0.327775269,4
1047,48099,0.006666667,71.1,0.225310127,0.191316437,6
1048,48113,0.019605145,3027.5,0.316788562,0.216419008,7
1049,48117,0.066037736,12.5,0.045788913,0.229104478,9
1050,48121,0.020316027,978,0.212646555,0.21399337,2
1051,48135,0.018575851,180.6,0.082288865,0.194147689,7
1052,48141,0.026080286,830.2,0.06688964,0.22714265,7
1053,48139,0.042410714,191.8,0.133507211,0.250746784,5
1054,48157,0.020399667,914.5,0.429309596,0.229078083,3
1055,48167,0.030487805,893,0.17843381,0.278336145,6
1056,48177,0.024096386,19.5,0.098050514,0.297224623,10
1057,48179,0.027027027,23.6,0.076364467,0.281525462,6
1058,48181,0.00913242,143.6,0.098349889,0.314827115,6
1059,48183,0.041811847,452.6,0.236065865,0.276233358,7
1060,48185,0.00729927,36,0.172073343,0.316466855,9
1062,48199,0.034246575,64.2,0.070445924,0.302917475,6
1063,48201,0.016433283,2758.2,0.287294841,0.212557775,6
1064,48203,0.103703704,74.1,0.233612085,0.302445823,9
1065,48209,0.00533049,328.4,0.076557173,0.212261545,2
1066,48215,0.013489209,551.2,0.025388624,0.19420883,9
1068,48231,0.027027027,114.8,0.114557533,0.290715389,7
1069,48245,0.024959742,291,0.39461806,0.270595017,6
1070,48251,0.011029412,236.5,0.063660926,0.265562176,8
1072,48257,0.009090909,164.8,0.151575936,0.236126013,7
1073,48277,0.066666667,54.8,0.163429054,0.322836229,5
1074,48291,0.023622047,74.5,0.121601427,0.24838108,9
1075,48303,0.05704698,343.2,0.117158732,0.228543453,2
1076,48323,0.0125,45.7,0.031991109,0.208651791,10
1077,48309,0.024539877,245.5,0.181381502,0.25598275,6
1078,48325,0.009049774,38.4,0.052375248,0.30132951,8
1079,48329,0.058558559,191.7,0.103141768,0.209279282,4
1080,48339,0.025384615,567.2,0.099965309,0.254225155,5
1081,48341,0.016036655,23.9,0.134233186,0.213823598,10
1082,48347,0.077160494,69.4,0.209401774,0.258510752,5
1083,48355,0.011111111,432,0.076753206,0.266178074,4
1084,48361,0.018867925,250.5,0.108612933,0.294356962,7
1085,48365,0.104072398,28.9,0.17660273,0.334154139,9
1086,48367,0.008928571,153.2,0.034067832,0.293059962,4
1089,48375,0.012907852,131.7,0.187140612,0.23600896,5
1090,48381,0.009234828,149.5,0.065501831,0.271216913,3
1091,48397,0.068627451,792.3,0.110861639,0.246023625,2
1092,48401,0.015625,58.9,0.195518825,0.294710744,9
1093,48419,0.034782609,31.9,0.205287591,0.303918483,10
1094,48423,0.014134276,249.8,0.206744823,0.286993802,4
1096,48439,0.026273673,2414.2,0.247619705,0.227373472,4
1097,48441,0.014326648,150.3,0.120945946,0.25318948,6
1098,48449,0.007002801,81.4,0.138528139,0.251778525,8
1099,48451,0.009433962,77.7,0.073086328,0.270109739,5
1100,48453,0.022727273,1261.1,0.176981172,0.203437377,2
1101,48469,0.040201005,104.3,0.091160971,0.284326615,6
1102,48471,0.014376997,92.4,0.256857064,0.24339128,6
1103,48477,0.119266055,58.1,0.199840492,0.358038054,9
1104,48479,0.02962963,82.1,0.020281976,0.181142402,9
1105,48485,0.017094017,210.4,0.152100497,0.268998364,4
1106,48491,0.03125,506.8,0.161063949,0.226457909,2
1108,49011,0.005952381,1177.2,0.052178907,0.195213143,3
1110,49035,0.012656541,1552.8,0.101121519,0.209166317,1
1111,49037,0.016528926,2,0.50689365,0.255938896,8
1114,49049,0.007159005,310.6,0.045280314,0.144077671,1
1115,49051,0.005698006,28.3,0.029572804,0.226714801,1
1117,49057,0.017751479,445,0.051938883,0.222336645,1
1118,50007,0.068421053,306.7,0.07678706,0.281323676,1
1119,50011,0.049019608,78,0.027842415,0.310940693,2
1120,51001,0.014056225,72.1,0.303776379,0.398247563,9
1121,51003,0.027586207,150.9,0.159964311,0.318245369,2
1122,51510,0.022222222,10680.6,0.309207002,0.224724351,2
1123,51013,0.053282182,9146,0.217311311,0.204537704,1
1124,51015,0.01369863,78,0.055965649,0.36349179,2
1125,51029,0.005758157,29.3,0.349079358,0.341784811,10
1126,51033,0.036036036,58.3,0.296600806,0.303457689,7
1127,51035,0.028901734,62.4,0.014475638,0.402922122,8
1128,51540,0.019480519,4698.9,0.26689112,0.216493131,1
1129,51550,0.023809524,712,0.351442914,0.264740308,3
1130,51041,0.017775752,823.4,0.290696473,0.281808375,1
1131,51570,0.147826087,2371.4,0.217293781,0.322716312,7
1132,51047,0.011494253,136.7,0.177095586,0.290807767,5
1134,51059,0.032309808,2943.4,0.316398664,0.261803362,1
1135,51061,0.015544041,109.2,0.103063318,0.313576229,2
1136,51065,0.058823529,93.6,0.167643655,0.34809394,2
1137,51069,0.009195402,213.7,0.071439081,0.308618641,3
1139,51640,0.048780488,779.5,0.085318387,0.334423167,10
1140,51075,0.051724138,82.6,0.182154535,0.40143693,3
1141,51081,0.020348837,39.4,0.608411456,0.279177776,10
1142,51650,0.020746888,2612.6,0.55204634,0.291274858,7
1143,51085,0.06684492,228.9,0.119919059,0.32798702,1
1144,51660,0.026869159,3101.8,0.146280976,0.172302112,4
1145,51087,0.059414592,1408.9,0.405161862,0.285399728,3
1146,51089,0.014851485,133.3,0.237768139,0.39408867,9
1147,51670,0.014184397,2198.1,0.453221809,0.278456364,9
1148,51093,0.051282051,117.1,0.251779287,0.35661516,6
1149,51095,0.064377682,536.3,0.172218804,0.39423014,2
1150,51107,0.020857814,789.1,0.28808406,0.196937446,1
1151,51685,0.015625,6840.7,0.294331773,0.183105102,5
1152,51683,0.009893455,4214.7,0.236017387,0.22165654,2
1153,51117,0.104803493,49,0.361859706,0.418858075,5
1154,51700,0.026246719,2599.7,0.476364023,0.250618611,5
1155,51710,0.010479042,4509.9,0.477252987,0.220865632,4
1156,51131,0.103053435,55.5,0.356369834,0.439625053,8
1157,51137,0.015267176,107.5,0.152712586,0.349416003,6
1158,51139,0.095238095,77,0.030251118,0.365478628,7
1159,51730,0.015706806,1376.7,0.799917636,0.307029493,10
1160,51740,0.031088083,2812.2,0.571920703,0.275710119,7
1161,51147,0.017647059,65.6,0.353986928,0.282527233,5
1163,51153,0.01846247,1391.2,0.332396033,0.211591181,3
1164,51159,0.017123288,47.2,0.312126577,0.348528435,7
1165,51760,0.015829694,3825.2,0.512839678,0.255355512,4
1166,51161,0.037313433,375.5,0.102059039,0.355808787,2
1167,51770,0.04,2347.7,0.338040432,0.296797438,6
1168,51165,0.011128776,95.7,0.040556841,0.329772045,5
1169,51171,0.050880626,85.5,0.04545141,0.361634136,7
1170,51175,0.012903226,29.4,0.361480723,0.374786762,8
1171,51177,0.01911589,334.3,0.209582979,0.274266601,5
1172,51179,0.005599104,557.6,0.245192051,0.222679381,2
1173,51800,0.098550725,227.9,0.452508636,0.279267423,6
1174,51183,0.010928962,22.9,0.576933345,0.313606835,10
1175,51810,0.03003337,1807.8,0.287987934,0.265817246,2
1176,51187,0.017316017,187.4,0.070219734,0.312501562,4
1177,51840,0.011320755,3045.3,0.156574641,0.281912623,4
1178,53005,0.054436987,118.7,0.067759081,0.271858607,7
1179,53007,0.025362319,26.4,0.047003998,0.331156862,4
1180,53011,0.043276662,766.1,0.095567772,0.282608741,6
1182,53017,0.016393443,23.6,0.045726804,0.301675717,9
1183,53021,0.024007387,76,0.076992379,0.181680393,9
1184,53025,0.010810811,36.3,0.055943122,0.248297048,10
1185,53029,0.06010929,405.2,0.102936301,0.387686479,2
1186,53033,0.067507671,1055.6,0.285446696,0.251043923,3
1187,53035,0.011235955,683.2,0.118085284,0.316239506,2
1188,53053,0.036550308,533.9,0.18831391,0.262884846,3
1189,53057,0.032397408,74.1,0.068639533,0.347752835,4
1190,53061,0.043115438,390.4,0.179721218,0.268810567,2
1191,53063,0.043735225,291.8,0.071078112,0.292718472,2
1192,53067,0.020304569,396.7,0.129457194,0.302745279,4
1193,53071,0.024590164,48,0.062161452,0.30609632,2
1194,53073,0.08388521,107.1,0.099474932,0.297631655,3
1195,53077,0.02112799,58.5,0.101417402,0.245559683,7
1196,54003,0.02278481,364.7,0.092603502,0.278911913,5
1197,54035,0.127659574,61.8,0.013237651,0.355221905,2
1198,54037,0.019138756,271,0.085564415,0.302582246,2
1199,54039,0.08097166,200.2,0.090571558,0.356190497,4
1200,54061,0.034482759,295.6,0.07925202,0.232221387,1
1202,54099,0.08490566,78.9,0.013168436,0.355422592,4
1203,55009,0.015390846,497.2,0.099347706,0.280752379,1
1204,55025,0.030991736,453,0.125548525,0.253868251,1
1205,55027,0.009433962,100.3,0.047559962,0.330654433,3
1207,55039,0.022304833,143.2,0.047328896,0.332456872,1
1208,55043,0.112149533,45,0.028125849,0.303914342,5
1209,55055,0.025,153,0.027100048,0.315638619,4
1210,55059,0.026315789,622.4,0.101571268,0.281333806,3
1212,55079,0.036420395,3927.9,0.332040359,0.256809474,4
1213,55087,0.023323615,293.9,0.071779681,0.284220639,1
1214,55089,0.072815534,382.5,0.047808676,0.352148698,1
1215,55101,0.027122049,591.2,0.142544663,0.310823872,3
1216,55105,0.024881517,227.2,0.073972132,0.305629287,2
1217,55117,0.025316456,225.8,0.086656389,0.327752564,1
1219,55127,0.036093418,186.8,0.029474151,0.323714302,2
1220,55131,0.040816327,315.1,0.032824096,0.33425453,2
1221,55133,0.038084875,733.4,0.060162949,0.342003414,1
1222,55139,0.016917293,393.6,0.0624196,0.298397848,2
1223,56013,0.029220779,4.3,0.23320938,0.323897701,4
1224,56021,0.010204082,36.9,0.055629648,0.290524976,1
1225,56039,0.00952381,5.8,0.033360773,0.286209436,1
